252,Longan Tea,4.71,3.06
253,Magic Fruit Tea,3.97,2.46
254,Rose Herbal Tea,5.61,3.03
255,Almond Snow,7.53,2.81
256,Apple Snow,5.36,4.45
257,Banana Snow,5.67,4.25
258,Champagne Grape Snow,7.17,3.59
259,Chocolate Snow,6.81,2.39
260,Grape Snow,7.46,3.76
261,Green Apple Snow,5.07,2.08
262,Lemon Snow,3.52,4.68
263,Mango Snow,4.4,3.93
264,Orange Snow,7.35,3.93
265,Passion Fruit Snow,6.44,3.64
266,Peach Snow,6.58,2.99
267,Peppermint Snow,5.66,4.89
268,Plum Snow,6.7,3.75
269,Sour Plum Snow,7.02,4.08
270,Strawberry Snow,4.74,2.64
271,Strawberry Yogurt Snow,3.69,3.78
272,Tangerine Snow,4.97,2.83
273,Two Flavor Snow,7.57,3.93
274,Vanilla Snow,3.53,4.04
275,Boba Milk Tea,7.86,2.94
276,Almond Milk Tea,4.59,2.1
277,Banana Milk Tea,3.19,4.44
278,Barley Chocolate Milk Tea,6.27,2.0
279,Barley Milk Tea,4.44,2.61
280,Cappuccino,3.18,3.01
281,Chocolate Milk Tea,3.68,2.03
282,Coconut Milk Tea,5.21,4.75
283,Coffee Jelly with Milk Tea,5.16,4.81
284,Coffee Milk Tea,7.25,3.37
285,Ginger Milk Tea,7.72,3.84
286,Honey Milk Green Tea,6.94,2.41
287,Honey Milk Tea,7.8,4.63
288,Honeydew Milk Tea,5.21,3.34
289,Iced Coffee,3.58,3.09
290,Jasmine Milk Tea,7.63,3.47
291,Lavender Milk Tea,5.32,2.31
292,Lychee Jelly Milk Tea,3.84,2.6
293,Mocha Cappuccino,6.65,4.45
294,Pudding Milk Tea,6.11,4.1
295,Sesame Milk Tea,6.08,3.95
296,Strawberry Milk Tea,7.67,2.89
297,Taro Milk Tea,7.4,4.55
298,Thai Iced Tea,5.39,4.07
299,Japanese Genmai Green Tea,6.39,3.01
300,Blueberry Slush,7.32,4.34
301,Cappuccino Slush,4.28,3.46
302,Chocolate Slush,7.18,4.93
303,Coffee Slush,4.18,2.39
304,Dark Plum Slush,4.76,4.48
305,Green Apple Slush,4.1,2.63
306,Green Bean Milk Slush,6.47,3.53
307,Green Bean Slush,4.75,4.16
308,Green Mango Slush,7.06,4.7
309,Honey Green Milk Tea Slush,7.45,2.37
310,Honey Milk Tea Slush,4.26,3.29
311,Honeydew Slush,5.46,3.53
312,Kiwi Slush,5.14,3.83
313,Lemon Slush,6.34,2.87
314,Lychee Slush,3.85,2.46
315,Mango Slush,4.76,3.56
316,Mint Chocolate Slush,3.06,4.22
317,Mocha Cappuccino Slush,5.74,3.81
318,Mo-cha Green Tea Slush,6.66,3.54
319,Orange Slush,5.4,3.79
320,Passion Fruit Slush,7.78,3.79
321,Peach Slush,3.35,2.73
322,Pina Colada Slush,6.69,2.72
323,Red Bean Milk Slush,7.73,4.05
324,Red Bean Slush,7.29,3.79
325,Royal Milk Tea Slush,4.69,2.83
326,Sour Plum Slush,6.99,2.69
327,Strawberry Slush,3.01,4.06
328,Taro Slush,7.78,3.67
329,Thai Iced Tea Slush,7.91,3.08
330,Two Flavor Slush,3.1,4.16
331,Yogurt Slush,6.99,2.93
332,Black Tea,6.17,3.91
333,Coconut Pineapple Tea,4.46,3.74
334,Coffee,5.66,2.78
335,Fruit Magic Tea,7.32,4.21
336,Ginger Longan Tea,6.33,4.17
337,Ginger Tea,5.92,4.17
338,Grass Jelly,4.55,4.27
339,Green Tea,6.96,3.32
340,Hawaiian Fruit Tea,6.07,2.7
341,Honey Green Milk Tea,4.28,3.58
342,Honey Lemon Tea,5.31,3.84
343,Jack Fruit Tea,4.85,4.49
344,Longan Tea,5.86,2.85
345,Magic Fruit Tea,4.3,3.72
346,Rose Herbal Tea,5.57,4.08
347,Almond Snow,6.25,4.42
348,Apple Snow,7.28,3.28
349,Banana Snow,7.62,4.17
350,Champagne Grape Snow,5.21,3.32
351,Chocolate Snow,8.0,3.77
352,Grape Snow,5.0,4.34
353,Green Apple Snow,4.86,2.65
354,Lemon Snow,7.88,3.36
355,Mango Snow,5.69,3.13
356,Orange Snow,4.98,4.57
357,Passion Fruit Snow,6.78,4.57
358,Peach Snow,5.61,3.38
359,Peppermint Snow,3.03,2.55
360,Plum Snow,7.22,3.27
361,Sour Plum Snow,7.75,2.86
362,Strawberry Snow,6.06,2.62
363,Strawberry Yogurt Snow,5.97,2.54
364,Tangerine Snow,6.5,4.31
365,Two Flavor Snow,4.12,2.69
366,Vanilla Snow,6.6,4.7
367,Boba Milk Tea,5.36,2.59
368,Almond Milk Tea,5.26,2.88
369,Banana Milk Tea,7.47,4.09
370,Barley Chocolate Milk Tea,5.1,2.9
371,Barley Milk Tea,7.71,4.77
372,Cappuccino,6.5,2.14
373,Chocolate Milk Tea,4.62,4.91
374,Coconut Milk Tea,5.53,4.55
375,Coffee Jelly with Milk Tea,5.06,3.51
376,Coffee Milk Tea,4.14,2.2
377,Ginger Milk Tea,5.05,2.35
378,Honey Milk Green Tea,4.57,4.35
379,Honey Milk Tea,8.0,4.8
380,Honeydew Milk Tea,5.53,2.4
381,Iced Coffee,5.38,3.15
382,Jasmine Milk Tea,7.38,2.58
383,Lavender Milk Tea,6.34,2.48
384,Lychee Jelly Milk Tea,5.71,3.34
385,Mocha Cappuccino,3.79,4.19
386,Pudding Milk Tea,4.66,2.07
387,Sesame Milk Tea,5.26,4.85
388,Strawberry Milk Tea,5.65,3.2
389,Taro Milk Tea,6.42,2.55
390,Thai Iced Tea,7.75,4.32
391,Japanese Genmai Green Tea,7.92,3.1
392,Blueberry Slush,3.57,4.26
393,Cappuccino Slush,7.5,4.06
394,Chocolate Slush,3.5,2.0
395,Coffee Slush,4.5,4.41
396,Dark Plum Slush,3.77,3.9
397,Green Apple Slush,4.57,3.84
398,Green Bean Milk Slush,6.19,3.17
399,Green Bean Slush,3.54,4.78
400,Green Mango Slush,3.32,4.69
401,Honey Green Milk Tea Slush,6.71,3.84
402,Honey Milk Tea Slush,6.54,3.06
403,Honeydew Slush,5.56,2.25
404,Kiwi Slush,6.29,3.69
405,Lemon Slush,3.81,2.62
406,Lychee Slush,4.0,2.92
407,Mango Slush,3.09,2.7
408,Mint Chocolate Slush,5.48,2.79
409,Mocha Cappuccino Slush,7.25,4.33
410,Mo-cha Green Tea Slush,6.43,4.26
411,Orange Slush,6.3,3.52
412,Passion Fruit Slush,5.33,2.59
413,Peach Slush,5.41,4.97
414,Pina Colada Slush,5.79,2.47
415,Red Bean Milk Slush,4.64,2.65
416,Red Bean Slush,5.95,2.16
417,Royal Milk Tea Slush,6.32,2.62
418,Sour Plum Slush,4.53,3.49
419,Strawberry Slush,3.62,3.19
420,Taro Slush,4.68,3.22
421,Thai Iced Tea Slush,4.32,3.73
422,Two Flavor Slush,6.68,3.17
423,Yogurt Slush,6.97,3.78
424,Black Tea,7.64,3.18
425,Coconut Pineapple Tea,3.58,2.39
426,Coffee,6.77,3.72
427,Fruit Magic Tea,3.97,4.41
428,Ginger Longan Tea,5.79,2.74
429,Ginger Tea,4.04,2.03
430,Grass Jelly,3.65,4.9
431,Green Tea,7.0,4.95
432,Hawaiian Fruit Tea,7.21,2.9
433,Honey Green Milk Tea,4.05,3.97
434,Honey Lemon Tea,3.72,4.82
435,Jack Fruit Tea,6.44,3.8
436,Longan Tea,7.58,4.93
437,Magic Fruit Tea,3.67,4.25
438,Rose Herbal Tea,4.02,4.42
439,Almond Snow,6.45,3.94
440,Apple Snow,5.94,3.65
441,Banana Snow,4.74,4.64
442,Champagne Grape Snow,7.09,3.53
443,Chocolate Snow,6.35,3.36
444,Grape Snow,7.17,3.29
445,Green Apple Snow,6.21,3.92
446,Lemon Snow,6.63,3.14
447,Mango Snow,7.36,3.09
448,Orange Snow,5.54,4.56
449,Passion Fruit Snow,5.81,3.87
450,Peach Snow,5.15,4.6
451,Peppermint Snow,3.04,3.2
452,Plum Snow,5.53,2.21
453,Sour Plum Snow,7.56,2.47
454,Strawberry Snow,3.69,3.69
455,Strawberry Yogurt Snow,3.26,3.34
456,Tangerine Snow,5.55,4.26
457,Two Flavor Snow,6.09,3.68
458,Vanilla Snow,4.67,2.88
459,Boba Milk Tea,3.58,4.68
460,Almond Milk Tea,4.13,4.42
461,Banana Milk Tea,3.83,3.5
462,Barley Chocolate Milk Tea,5.34,3.3
463,Barley Milk Tea,6.33,3.37
464,Cappuccino,7.83,4.3
465,Chocolate Milk Tea,7.05,4.39
466,Coconut Milk Tea,3.41,4.91
467,Coffee Jelly with Milk Tea,3.64,4.11
468,Coffee Milk Tea,5.19,2.38
469,Ginger Milk Tea,4.27,4.79
470,Honey Milk Green Tea,6.75,4.3
471,Honey Milk Tea,6.35,2.35
472,Honeydew Milk Tea,4.51,2.31
473,Iced Coffee,6.27,4.68
474,Jasmine Milk Tea,7.86,3.64
475,Lavender Milk Tea,7.23,2.4
476,Lychee Jelly Milk Tea,3.1,3.13
477,Mocha Cappuccino,3.77,3.64
478,Pudding Milk Tea,7.65,3.9
479,Sesame Milk Tea,7.03,4.08
480,Strawberry Milk Tea,3.86,2.67
481,Taro Milk Tea,7.45,3.9
482,Thai Iced Tea,3.73,3.14
483,Japanese Genmai Green Tea,5.83,2.19
484,Blueberry Slush,3.77,3.86
485,Cappuccino Slush,4.07,3.79
486,Chocolate Slush,5.13,3.24
487,Coffee Slush,6.59,3.41
488,Dark Plum Slush,7.4,2.75
489,Green Apple Slush,3.15,3.43
490,Green Bean Milk Slush,6.03,3.52
491,Green Bean Slush,7.86,3.24
492,Green Mango Slush,6.82,2.06
493,Honey Green Milk Tea Slush,7.47,3.2
494,Honey Milk Tea Slush,3.3,3.75
495,Honeydew Slush,3.1,4.41
496,Kiwi Slush,4.16,4.93
497,Lemon Slush,5.19,4.82
498,Lychee Slush,5.58,4.31
499,Mango Slush,7.45,2.01
500,Mint Chocolate Slush,6.2,4.75
501,Mocha Cappuccino Slush,6.54,4.81
502,Mo-cha Green Tea Slush,3.04,4.21
503,Orange Slush,7.69,2.57
504,Passion Fruit Slush,3.92,3.91
505,Peach Slush,3.17,2.54
506,Pina Colada Slush,4.72,3.28
507,Red Bean Milk Slush,5.04,4.82
508,Red Bean Slush,7.34,4.06
509,Royal Milk Tea Slush,7.51,4.94
510,Sour Plum Slush,3.52,4.8
511,Strawberry Slush,6.9,3.41
512,Taro Slush,3.18,2.18
513,Thai Iced Tea Slush,6.15,4.84
514,Two Flavor Slush,3.62,4.28
515,Yogurt Slush,5.33,2.14
516,Black Tea,5.38,3.13
517,Coconut Pineapple Tea,6.84,2.09
518,Coffee,6.65,2.54
519,Fruit Magic Tea,7.09,3.82
520,Ginger Longan Tea,4.81,4.99
521,Ginger Tea,6.04,3.99
522,Grass Jelly,5.22,2.17
523,Green Tea,7.93,3.76
524,Hawaiian Fruit Tea,4.42,4.96
525,Honey Green Milk Tea,7.88,3.61
526,Honey Lemon Tea,7.57,2.49
527,Jack Fruit Tea,3.85,4.82
528,Longan Tea,7.95,2.97
529,Magic Fruit Tea,3.55,4.28
530,Rose Herbal Tea,6.85,4.41
531,Almond Snow,3.24,4.39
532,Apple Snow,5.68,4.87
533,Banana Snow,5.0,4.5
534,Champagne Grape Snow,7.97,2.15
535,Chocolate Snow,3.72,3.31
536,Grape Snow,5.76,2.76
537,Green Apple Snow,7.9,3.48
538,Lemon Snow,5.04,4.33
539,Mango Snow,6.67,3.03
540,Orange Snow,4.41,2.17
541,Passion Fruit Snow,3.19,4.95
542,Peach Snow,5.75,4.36
543,Peppermint Snow,7.55,2.8
544,Plum Snow,7.89,3.79
545,Sour Plum Snow,4.81,2.67
546,Strawberry Snow,5.2,2.57
547,Strawberry Yogurt Snow,5.78,4.73
548,Tangerine Snow,3.25,3.38
549,Two Flavor Snow,7.34,3.08
550,Vanilla Snow,3.63,3.86
551,Boba Milk Tea,4.03,2.93
552,Almond Milk Tea,4.42,3.95
553,Banana Milk Tea,4.91,2.52
554,Barley Chocolate Milk Tea,4.48,3.0
555,Barley Milk Tea,3.88,4.63
556,Cappuccino,4.1,2.49
557,Chocolate Milk Tea,5.4,2.38
558,Coconut Milk Tea,5.85,3.56
559,Coffee Jelly with Milk Tea,4.53,3.07
560,Coffee Milk Tea,5.17,4.7
561,Ginger Milk Tea,7.21,4.59
562,Honey Milk Green Tea,3.5,3.03
563,Honey Milk Tea,3.98,4.11
564,Honeydew Milk Tea,3.7,3.8
565,Iced Coffee,5.68,5.0
566,Jasmine Milk Tea,3.85,4.45
567,Lavender Milk Tea,6.61,2.39
568,Lychee Jelly Milk Tea,7.93,2.77
569,Mocha Cappuccino,3.4,4.71
570,Pudding Milk Tea,7.96,4.35
571,Sesame Milk Tea,5.29,3.29
572,Strawberry Milk Tea,7.68,4.14
573,Taro Milk Tea,5.06,3.9
574,Thai Iced Tea,6.42,4.54
575,Japanese Genmai Green Tea,3.77,4.8
576,Blueberry Slush,6.57,3.35
577,Cappuccino Slush,4.89,2.1
578,Chocolate Slush,5.6,3.38
579,Coffee Slush,6.02,2.04
580,Dark Plum Slush,4.58,4.81
581,Green Apple Slush,7.24,4.95
582,Green Bean Milk Slush,7.32,2.99
583,Green Bean Slush,5.91,3.66
584,Green Mango Slush,5.73,2.31
585,Honey Green Milk Tea Slush,4.33,3.76
586,Honey Milk Tea Slush,5.42,4.88
587,Honeydew Slush,6.27,4.1
588,Kiwi Slush,3.55,3.75
589,Lemon Slush,4.33,3.28
590,Lychee Slush,3.56,4.72
591,Mango Slush,7.85,2.34
592,Mint Chocolate Slush,4.75,3.74
593,Mocha Cappuccino Slush,7.69,2.18
594,Mo-cha Green Tea Slush,7.83,2.6
595,Orange Slush,5.39,2.3
596,Passion Fruit Slush,6.68,4.92
597,Peach Slush,4.64,4.4
598,Pina Colada Slush,4.92,4.05
599,Red Bean Milk Slush,7.24,4.81
600,Red Bean Slush,7.16,4.35
601,Royal Milk Tea Slush,5.57,2.96
602,Sour Plum Slush,3.55,4.38
603,Strawberry Slush,7.91,3.9
604,Taro Slush,7.78,2.0
605,Thai Iced Tea Slush,6.35,2.51
606,Two Flavor Slush,3.13,3.01
607,Yogurt Slush,5.15,3.25
608,Black Tea,5.66,3.08
609,Coconut Pineapple Tea,5.59,4.19
610,Coffee,5.32,4.29
611,Fruit Magic Tea,7.94,2.74
612,Ginger Longan Tea,7.43,4.25
613,Ginger Tea,6.11,4.93
614,Grass Jelly,5.97,4.9
615,Green Tea,7.18,2.13
616,Hawaiian Fruit Tea,4.05,2.71
617,Honey Green Milk Tea,7.69,4.33
618,Honey Lemon Tea,7.18,2.44
619,Jack Fruit Tea,3.01,4.92
620,Longan Tea,3.29,3.05
621,Magic Fruit Tea,6.64,2.14
622,Rose Herbal Tea,6.31,2.37
623,Almond Snow,4.73,3.82
624,Apple Snow,3.7,3.61
625,Banana Snow,4.24,3.2
626,Champagne Grape Snow,4.99,3.36
627,Chocolate Snow,6.55,3.57
628,Grape Snow,4.37,4.74
629,Green Apple Snow,7.6,3.45
630,Lemon Snow,5.45,2.31
631,Mango Snow,5.28,2.47
632,Orange Snow,4.3,3.22
633,Passion Fruit Snow,4.76,4.98
634,Peach Snow,7.46,4.47
635,Peppermint Snow,6.69,3.21
636,Plum Snow,5.73,4.98
637,Sour Plum Snow,3.95,4.02
638,Strawberry Snow,4.35,2.66
639,Strawberry Yogurt Snow,7.21,3.17
640,Tangerine Snow,5.42,2.09
641,Two Flavor Snow,5.64,3.36
642,Vanilla Snow,6.1,4.92
643,Boba Milk Tea,7.68,2.4
644,Almond Milk Tea,5.68,2.61
645,Banana Milk Tea,7.07,2.95
646,Barley Chocolate Milk Tea,3.21,3.0
647,Barley Milk Tea,3.79,4.67
648,Cappuccino,3.81,2.92
649,Chocolate Milk Tea,6.21,4.79
650,Coconut Milk Tea,7.12,3.29
651,Coffee Jelly with Milk Tea,3.34,2.47
652,Coffee Milk Tea,4.81,4.75
653,Ginger Milk Tea,7.06,4.95
654,Honey Milk Green Tea,7.15,3.76
655,Honey Milk Tea,5.37,2.85
656,Honeydew Milk Tea,3.34,4.63
657,Iced Coffee,6.83,3.52
658,Jasmine Milk Tea,3.27,3.04
659,Lavender Milk Tea,4.98,4.85
660,Lychee Jelly Milk Tea,3.87,3.67
661,Mocha Cappuccino,5.76,3.86
662,Pudding Milk Tea,4.86,3.71
663,Sesame Milk Tea,4.09,4.25
664,Strawberry Milk Tea,7.43,2.68
665,Taro Milk Tea,7.34,4.04
666,Thai Iced Tea,4.45,4.2
667,Japanese Genmai Green Tea,4.0,3.04
668,Blueberry Slush,4.41,2.28
669,Cappuccino Slush,5.51,4.25
670,Chocolate Slush,4.61,2.65
671,Coffee Slush,7.76,3.27
672,Dark Plum Slush,3.08,2.22
673,Green Apple Slush,7.06,2.55
674,Green Bean Milk Slush,7.3,2.53
675,Green Bean Slush,6.29,3.39
676,Green Mango Slush,6.79,3.95
677,Honey Green Milk Tea Slush,4.8,3.07
678,Honey Milk Tea Slush,5.59,4.18
679,Honeydew Slush,7.35,3.72
680,Kiwi Slush,7.43,3.8
681,Lemon Slush,5.42,3.11
682,Lychee Slush,4.21,2.01
683,Mango Slush,3.96,3.48
684,Mint Chocolate Slush,4.21,3.98
685,Mocha Cappuccino Slush,4.91,4.3
686,Mo-cha Green Tea Slush,5.84,2.61
687,Orange Slush,6.7,3.35
688,Passion Fruit Slush,4.11,2.08
689,Peach Slush,7.53,2.71
690,Pina Colada Slush,3.89,2.73
691,Red Bean Milk Slush,3.91,4.43
692,Red Bean Slush,7.57,4.22
693,Royal Milk Tea Slush,5.71,3.94
694,Sour Plum Slush,6.81,3.59
695,Strawberry Slush,4.84,2.43
696,Taro Slush,5.49,3.97
